000000000510.jpg,a man sitting on a bench in a park .,0.003344834079469788
000000000510.jpg,a man sitting on a bench in a park,0.0009579365407453135
000000000510.jpg,a man sitting on a bench in front of a building .,0.0007733846328885664
000000000510.jpg,a man sitting on a bench in the park .,0.0006231202652767287
000000001792.jpg,a bench sitting in the middle of a forest .,0.002119403817268732
000000001792.jpg,a wooden bench sitting in the middle of a forest .,0.0019276374545932411
000000001792.jpg,a park bench sitting in the middle of a forest .,0.0011631754680459688
000000001792.jpg,a wooden bench sitting in the middle of a field .,0.0003858441524325014
000000004038.jpg,a wooden bench sitting in the middle of a park .,0.0014053834922310821
000000004038.jpg,a park bench sitting in the middle of a park .,0.0013158708333834569
000000004038.jpg,a wooden park bench sitting in the middle of a park .,0.0007845243566291477
000000004038.jpg,a park bench sitting in the middle of a field .,0.00038336427770014367
000000004571.jpg,a wooden bench sitting in the middle of a forest .,0.0027836810744743053
000000004571.jpg,a bench sitting in the middle of a forest .,0.002363557761327348
000000004571.jpg,a park bench sitting in the middle of a forest .,0.0012276588304563768
000000004571.jpg,a bench sitting in the middle of a park .,0.0004894884404751282
000000005215.jpg,a man sitting on the ground next to a skateboard .,0.0008999281901152594
000000005215.jpg,a man sitting on the ground with a skateboard .,0.00038052811184051936
000000005215.jpg,a man sitting on the ground next to a skate board .,9.052246324377029e-05
000000005215.jpg,a man sitting on a bench with a skateboard .,8.609436070947948e-05
000000005435.jpg,a black cat sitting on top of a wooden bench .,0.007885544901629557
000000005435.jpg,a black cat laying on top of a wooden bench .,0.00632298821945305
000000005435.jpg,a black cat sitting on a wooden bench .,0.005592966767021811
000000005435.jpg,a black cat laying on a wooden bench .,0.004295219107212812
000000007838.jpg,a group of people sitting on a park bench .,0.006453147531567164
000000007838.jpg,a group of people sitting on top of a park bench .,0.0030118047035214575
000000007838.jpg,a group of people sitting on a park bench,0.002989025608036424
000000007838.jpg,a group of people sitting on top of a bench .,0.0015523053175269645
000000011624.jpg,a couple of people sitting on a bench .,0.001095578981602453
000000011624.jpg,a man sitting on a bench with his hands on his hips .,4.3479509159073005e-05
000000011624.jpg,a man sitting on a park bench with his feet up .,1.8575269224555475e-05
000000011624.jpg,a man sitting on a bench with his hands on his hips,1.3081156547393085e-05
000000011630.jpg,a statue of a man sitting on a bench .,0.00015954511845558064
000000011630.jpg,a man sitting on a bench in front of a building .,0.0001028507145519506
000000011630.jpg,a couple of people sitting on a bench in front of a building .,4.72071818214617e-05
000000011630.jpg,a man sitting on a bench in front of a window .,3.265354648482775e-05
000000012647.jpg,a small bird standing on top of a sandy beach .,0.0018378955429862562
000000012647.jpg,a small bird standing on top of a beach .,0.0006495116118499262
000000012647.jpg,a bird standing on a beach next to a body of water .,0.00040502863150362683
000000012647.jpg,a small bird standing on a beach next to a body of water .,0.00013914979793812406
000000012704.jpg,a woman sitting on a bench in a park .,0.0025192156289042893
000000012704.jpg,a black and white photo of a woman sitting on a bench .,0.001887741960220556
000000012704.jpg,a black and white photo of a woman sitting on a bench,0.0010299011733484042
000000012704.jpg,a woman sitting on a wooden bench in a park .,0.0009264556635967689
000000012861.jpg,a man and a woman sitting on a park bench .,0.0025394500106251197
000000012861.jpg,a man and a woman sitting on a bench .,0.0024999913328752075
000000012861.jpg,a couple of people sitting on a bench .,0.002416530650511155
000000012861.jpg,a couple of people sitting on a park bench .,0.001549128565003677
000000012986.jpg,a wooden bench sitting on top of a lush green field .,0.0011214208690175096
000000012986.jpg,a wooden bench sitting in the middle of a park .,0.0009992578394583697
000000012986.jpg,a wooden bench sitting in the middle of a field .,0.0009472100423382235
000000012986.jpg,a wooden bench sitting in the middle of a forest .,0.0007964641260743913
000000013040.jpg,a cat sitting on a bench next to a bench .,0.00010328285435947247
000000013040.jpg,a cat sitting on a bench next to a bench,6.619157033401618e-05
000000013040.jpg,a cat sitting on a bench near a bench,6.554929121813704e-05
000000013040.jpg,a cat sitting on a bench next to a park bench .,5.895771110378234e-05
000000013198.jpg,a parking meter sitting on the side of a road .,0.001055785250024852
000000013198.jpg,a row of parking meters sitting on the side of a road .,0.000750333997279175
000000013198.jpg,a row of parking meters sitting on a sidewalk .,0.0002797953031854076
000000013198.jpg,a row of parking meters sitting on top of a sidewalk .,0.00021470651972008067
000000015109.jpg,a bicycle parked in front of a brick building .,0.002257543873506842
000000015109.jpg,a bicycle parked in front of a building .,0.0017715593665921074
000000015109.jpg,a bicycle parked in front of a brick wall .,0.0006177074394141707
000000015109.jpg,a bicycle parked in front of a building,0.0004929080921545904
000000018389.jpg,a couple of people sitting on a bench .,0.0021914878963567846
000000018389.jpg,a man sitting on a bench in a park .,0.0016315662000030984
000000018389.jpg,a man sitting on a bench next to a woman .,0.0006188010096993066
000000018389.jpg,a man sitting on a bench in a park,0.0004715886940732141
000000018450.jpg,a wooden bench sitting in the middle of a field .,0.0015711070011964975
000000018450.jpg,a wooden bench sitting in the middle of a park .,0.0009749795073702627
000000018450.jpg,a wooden bench sitting in the middle of a lush green field .,0.0007455980576588591
000000018450.jpg,a wooden bench sitting in the middle of a lush green park .,0.0005038412507477953
000000018496.jpg,a wooden bench sitting on top of a sandy beach .,0.0008965847330486543
000000018496.jpg,a bench on a beach near a body of water,0.0006915241321222954
000000018496.jpg,a bench sitting on a beach next to the ocean .,0.0005717813148603801
000000018496.jpg,a wooden bench sitting on top of a beach .,0.00034380188761411954
000000020013.jpg,a herd of cattle grazing on a lush green field .,0.0017775867640944314
000000020013.jpg,a herd of sheep grazing on a lush green field .,0.001434844789593872
000000020013.jpg,a herd of sheep standing on top of a lush green field .,0.0007693851091822322
000000020013.jpg,a herd of sheep standing on top of a grass covered field .,0.0006656588749615367
000000020315.jpg,a man sitting on a bench next to a dog .,0.0008810724595394424
000000020315.jpg,a group of people sitting on a bench .,0.0006365042969063853
000000020315.jpg,a group of people sitting on a park bench .,0.0003106060868313261
000000020315.jpg,a group of people sitting on a bench next to a dog .,0.0002910951354006454
000000025987.jpg,a man in a suit sitting on a bench .,0.0022420474206622937
000000025987.jpg,a man sitting on a bench in a park .,0.0011861543240082977
000000025987.jpg,a man in a suit sitting on a bench,0.001106093240098484
000000025987.jpg,a man sitting on a bench in a park,0.0002752948058500375
000000027105.jpg,a wooden bench sitting in the middle of a forest .,0.004757318727770378
000000027105.jpg,a bench sitting in the middle of a forest .,0.0037971192045127954
000000027105.jpg,a park bench sitting in the middle of a forest .,0.0018502240151404563
000000027105.jpg,a wooden bench sitting in a forest next to a forest .,0.00024030112626067802
000000027919.jpg,a red and white bus parked in front of a building .,8.712124775893814e-05
000000027919.jpg,a red and white bus parked in a parking lot .,5.16940713935855e-05
000000027919.jpg,a red and white bus parked next to a building .,3.868236630787939e-05
000000027919.jpg,a red and white bus parked in front of a store .,1.7223895615027407e-05
000000030193.jpg,a man holding a tennis racquet on a tennis court .,0.0038509693288277876
000000030193.jpg,a man holding a tennis racquet on a court .,0.002302154287093652
000000030193.jpg,a man holding a tennis racquet and a tennis ball .,0.0009682383080552874
000000030193.jpg,a man is holding a tennis racket in his hand .,0.0007720339332470125
000000031324.jpg,a group of boats sitting on top of a sandy beach .,0.00021881647067452145
000000031324.jpg,a group of boats sitting on top of a beach .,0.00020528689927269044
000000031324.jpg,a row of boats sitting on top of a beach .,0.00017114651991454295
000000031324.jpg,a row of boats sitting on top of a sandy beach .,0.0001627045435152629
000000031602.jpg,a wooden bench sitting in the middle of a forest .,0.0004770217715712632
000000031602.jpg,a wooden bench sitting in the middle of a field .,0.00033433113624382427
000000031602.jpg,a wooden bench sitting in the middle of a lake .,0.0002968428914597987
000000031602.jpg,a wooden bench sitting in the middle of a park .,0.00020630758483444604
000000032289.jpg,a wooden bench sitting in the middle of a park .,0.0016850036922899196
000000032289.jpg,a wooden bench sitting in the middle of a forest .,0.0007785035067603496
000000032289.jpg,a row of park benches sitting next to each other .,0.00031490758705350445
000000032289.jpg,a wooden bench sitting in a park next to a tree .,0.00012187785220109525
000000032639.jpg,a park bench sitting in the middle of a park .,0.0016729341659243676
000000032639.jpg,a bench sitting in the middle of a park .,0.0016330638228104191
000000032639.jpg,a wooden bench sitting in the middle of a park .,0.0011062843477654511
000000032639.jpg,a bench sitting in the middle of a lush green park .,0.0010392428759752688
000000032664.jpg,a wooden bench sitting on top of a sandy beach .,0.0015766834746372028
000000032664.jpg,a wooden bench sitting on top of a beach .,0.0006226866588266241
000000032664.jpg,a wooden bench sitting next to a body of water .,0.0005713489883512023
000000032664.jpg,a wooden bench sitting on top of a beach next to the ocean .,6.096342646305939e-05
000000032818.jpg,a fire hydrant sitting on the side of a road .,0.0014022832300160679
000000032818.jpg,a fire hydrant sitting on the side of a street .,0.00025530895364726336
000000032818.jpg,a wooden bench sitting on the side of a road .,0.00021757535947692963
000000032818.jpg,a fire hydrant on the side of the road .,0.0001962749431109601
000000032949.jpg,a woman sitting on a bench with a cat .,0.0010320033146736737
000000032949.jpg,a person sitting on a bench with a cat,0.0009574724138804626
000000032949.jpg,a person sitting on a bench with a cat .,0.0007550335377066649
000000032949.jpg,a woman sitting on a bench next to a cat .,0.0007341636681744893
000000033383.jpg,a bench sitting in the middle of a lush green park .,0.0014083581201801538
000000033383.jpg,a bench sitting in the middle of a forest .,0.0010553776421665297
000000033383.jpg,a wooden bench sitting in the middle of a forest .,0.000961035585606226
000000033383.jpg,a bench sitting in the middle of a lush green field .,0.0007834185908328047
000000033787.jpg,a snow covered park bench sitting in the snow .,0.0007745366152313675
